id,title,overview,year,vote_average,vote_count,original_language,popularity,genres,genre_ids,poster_path
597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",1997,7.903,26489,en,23.5307,"['Drama', 'Romance']","[18, 10749]",/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
1119878,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",2025,6.303,520,en,25.2654,"['Action', 'Thriller', 'Drama']","[28, 53, 18]",/cQN9rZj06rXMVkk76UF1DfBAico.jpg
673,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",2004,8.0,22561,en,22.9666,"['Adventure', 'Fantasy']","[12, 14]",/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg
75656,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,2013,7.3,16215,en,24.3768,"['Thriller', 'Crime']","[53, 80]",/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg
1125257,Freakier Friday,"Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice.",2025,6.902,461,en,25.932,"['Comedy', 'Fantasy', 'Family']","[35, 14, 10751]",/9wV65OmsjLAqBfDnYTkMPutXH8j.jpg
674,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",2005,7.8,21605,en,23.1316,"['Adventure', 'Fantasy']","[12, 14]",/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg
8871,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,2000,6.776,7941,en,24.8133,"['Family', 'Comedy', 'Fantasy']","[10751, 35, 14]",/1WZbbPApEivA421gCOluuzMMKCk.jpg
19995,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2009,7.6,32834,en,24.3204,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","[28, 12, 14, 878]",/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg
1376434,Predator: Killer of Killers,"While three of the fiercest warriors in human history—a Viking raider, a ninja in feudal Japan, and a WWII pilot—are killers in their own right, they are merely prey for their new opponent: the ultimate killer of killers.",2025,7.87,965,en,23.3597,"['Animation', 'Action', 'Science Fiction', 'Thriller']","[16, 28, 878, 53]",/2XDQa6EmFHSA37j1t0w88vpWqj9.jpg
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",2001,8.4,26622,en,23.9355,"['Adventure', 'Fantasy', 'Action']","[12, 14, 28]",/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
508422,Penguin Highway,"A fourth-grader investigates the mysterious reason behind the sudden appearance of penguins in his village, which is somehow related to a power from a young woman working at a dental clinic.",2018,7.1,242,ja,22.8617,"['Animation', 'Adventure', 'Comedy', 'Fantasy']","[16, 12, 35, 14]",/wMJJk4kkXfqwP5W7wYHWvDXhTlw.jpg
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.",2025,7.505,2932,en,20.6806,"['Horror', 'Action', 'Thriller']","[27, 28, 53]",/qTvFWCGeGXgBRaINLY1zqgTPSpn.jpg
238,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",1972,8.684,22089,en,25.313,"['Drama', 'Crime']","[18, 80]",/3bhkrj58Vtu7enYsRolD1fZdja1.jpg
346364,It,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",2017,7.238,19823,en,25.967,"['Horror', 'Thriller']","[27, 53]",/9E2y5Q7WlCVNEhP5GiVTjhEhx1o.jpg
772,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",1992,6.8,10201,en,23.6252,"['Comedy', 'Family', 'Adventure']","[35, 10751, 12]",/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg
672,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",2002,7.7,22992,en,21.6457,"['Adventure', 'Fantasy']","[12, 14]",/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg
1197306,A Working Man,"Levon Cade left behind a decorated military career in the black ops to live a simple life working construction. But when his boss's daughter, who is like family to him, is taken by human traffickers, his search to bring her home uncovers a world of corruption far greater than he ever could have imagined.",2025,6.701,1647,en,24.5177,"['Action', 'Crime', 'Thriller']","[28, 80, 53]",/6FRFIogh3zFnVWn7Z6zcYnIbRcX.jpg
425148,Show Dogs,"Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",2018,6.0,253,en,22.2493,"['Adventure', 'Crime', 'Family', 'Comedy']","[12, 80, 10751, 35]",/2dvxCBUfDG2cAdkA921rERxhtcp.jpg
939243,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",2024,7.643,3024,en,21.769,"['Action', 'Science Fiction', 'Comedy', 'Family']","[28, 878, 35, 10751]",/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg
840326,Sisu,"When an ex-soldier who discovers gold in the Lapland wilderness tries to take the loot into the city, German soldiers led by a brutal SS officer battle him.",2022,7.4,2504,fi,23.0828,"['Action', 'War']","[28, 10752]",/ygO9lowFMXWymATCrhoQXd6gCEh.jpg
756999,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",2022,7.548,5515,en,23.2481,"['Horror', 'Thriller']","[27, 53]",/p9ZUzCyy9wRTDuuQexkQ78R2BgF.jpg
986056,Thunderbolts*,"After finding themselves ensnared in a death trap, seven disillusioned castoffs must embark on a dangerous mission that will force them to confront the darkest corners of their pasts.",2025,7.3,2910,en,21.639,"['Action', 'Science Fiction', 'Adventure']","[28, 878, 12]",/hqcexYHbiTBfDIdDWxrxPtVndBX.jpg
1071585,M3GAN 2.0,"After the underlying tech for M3GAN is stolen and misused by a powerful defense contractor to create a military-grade weapon known as Amelia, M3GAN's creator Gemma realizes that the only option is to resurrect M3GAN and give her a few upgrades, making her faster, stronger, and more lethal.",2025,7.377,986,en,22.4343,"['Action', 'Science Fiction', 'Thriller']","[28, 878, 53]",/4a63rQqIDTrYNdcnTXdPsQyxVLo.jpg
845781,Red One,"After Santa Claus (codename: Red One) is kidnapped, the North Pole's Head of Security must team up with the world's most infamous tracker in a globe-trotting, action-packed mission to save Christmas.",2024,7.032,2732,en,21.9291,"['Action', 'Comedy', 'Fantasy']","[28, 35, 14]",/cdqLnri3NEGcmfnqwk2TSIYtddg.jpg
299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018,8.235,31159,en,22.8474,"['Adventure', 'Action', 'Science Fiction']","[12, 28, 878]",/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,8.37,38254,en,23.8713,"['Action', 'Science Fiction', 'Adventure']","[28, 878, 12]",/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg
